Year,DK-West,DK-East,Bornholm,KriegersFlak,EnergyIsland,NOm,NOn,NOs,SE1,SE2,SE3,SE4,Finland,DELU,Austria,Holland,GB,France,Belgium,ESPT,Schweiz,Italy,EELVLT,Poland,CZSK,Hungary
2040,30.18519028,15.68820185,0.23,0,0,26.41630274,16.70057988,106.3103991,11.97427941,22.55671053,97.1758899,25.58788201,111.4522139,659.9351617,99.36745818,129.8088974,335.3472844,500.378089,104.8956018,392.4054007,60.66077945,389.2177674,35.13074286,205.5196644,127.4404826,44.48697832
