HydroPump_Finland,Finland,13,0,1,HydroPumpOL
WindLand_Finland,Finland,13,14609,1,Wind
WindSea_Finland,Finland,13,42,1,Wind
PV_Finland,Finland,13,1600,1,Solar
SolarTh_Finland,Finland,13,0,1,Solar
OtherRES_Finland,Finland,13,3043,1,MustRun
OtherNonRES_Finland,Finland,13,1805,1,MustRun
Biofuels_Finland,Finland,13,0,1,Biofuels
Peat_Finland,Finland,13,0,1,Peat
DSR_Finland,Finland,13,8550,855,DSR
Battery_Finland,Finland,13,1900,190,Battery
ReservesFinland,Finland,13,-1700,1,RS
Nuclear_DELU,DELU,14,0,1,Kernekraft_DE
Lignite_DELU,DELU,14,0,1,KulUdland
Coal_DELU,DELU,14,0,1,KulUdland
Gas_DELU,DELU,14,21176,212,GasUdland
Oil_DELU,DELU,14,223,4,OlieUdland
HydroRun_DELU,DELU,14,4082,1,ROR
HydroTurbine_DELU,DELU,14,2941,59,HydroRes
HydroPump_DELU,DELU,14,6056,121,HydroPumpCL
WindLand_DELU,DELU,14,91150,1,Wind
WindSea_DELU,DELU,14,35551,1,Wind
PV_DELU,DELU,14,98824,1,Solar
SolarTh_DELU,DELU,14,0,1,Solar
OtherRES_DELU,DELU,14,5288,106,OtherRes_DELU
OtherNonRES_DELU,DELU,14,20599,1,MustRun
Biofuels_DELU,DELU,14,0,1,Biofuels
Peat_DELU,DELU,14,0,1,Peat
DSR_DELU,DELU,14,1824,182,DSR
Battery_DELU,DELU,14,8394,839,Battery
ReservesDELU,DELU,14,-5379,1,RS
Nuclear_Austria,Austria,15,0,1,Nuclear
Lignite_Austria,Austria,15,0,1,KulUdland
Coal_Austria,Austria,15,0,1,KulUdland
Gas_Austria,Austria,15,1623,16,GasUdland
Oil_Austria,Austria,15,0,1,OlieUdland
HydroRun_Austria,Austria,15,6292,1,ROR
HydroTurbine_Austria,Austria,15,7778,156,HydroRes
HydroPump_Austria,Austria,15,300,6,HydroPumpCL
WindLand_Austria,Austria,15,13000,1,Wind
WindSea_Austria,Austria,15,0,1,Wind
PV_Austria,Austria,15,22000,1,Solar
SolarTh_Austria,Austria,15,0,1,Solar
OtherRES_Austria,Austria,15,599,12,OtherRes_AT
OtherNonRES_Austria,Austria,15,953,19,OtherNonRES_AT
Biofuels_Austria,Austria,15,0,1,Biofuels
Peat_Austria,Austria,15,0,1,Peat
DSR_Austria,Austria,15,0,1,DSR
Battery_Austria,Austria,15,2469,247,Battery
ReservesAustria,Austria,15,-544.3173862,1,RS
Nuclear_Holland,Holland,16,0,1,Borssele
Lignite_Holland,Holland,16,0,1,KulUdland
Coal_Holland,Holland,16,3381,8,KulUdland
Gas_Holland,Holland,16,9293,93,GasUdland
Oil_Holland,Holland,16,0,1,OlieUdland
HydroRun_Holland,Holland,16,46,1,ROR
HydroTurbine_Holland,Holland,16,0,1,HydroRes
HydroPump_Holland,Holland,16,0,1,HydroPumpCL
WindLand_Holland,Holland,16,9382,1,Wind
WindSea_Holland,Holland,16,16151,1,Wind
PV_Holland,Holland,16,25000,1,Solar
SolarTh_Holland,Holland,16,0,1,Solar
OtherRES_Holland,Holland,16,540,11,OtherRES_NL
OtherNonRES_Holland,Holland,16,3770,75,OtherNonRes_NL
Biofuels_Holland,Holland,16,0,1,Biofuels
Peat_Holland,Holland,16,0,1,Peat
DSR_Holland,Holland,16,700,70,DSR
Battery_Holland,Holland,16,3475,348,Battery
ReservesHolland,Holland,16,-1500,1,RS
Nuclear_GB,GB,17,14290,24,NuclearGB
Lignite_GB,GB,17,0,1,KulUdland
Coal_GB,GB,17,3984,10,KulUdland
Gas_GB,GB,17,37171,372,GasUdland
Oil_GB,GB,17,371,7,OlieUdland
HydroRun_GB,GB,17,1969,1,ROR
HydroTurbine_GB,GB,17,0,1,HydroRes
HydroPump_GB,GB,17,4004,80,HydroPumpCL
WindLand_GB,GB,17,15989,1,Wind
WindSea_GB,GB,17,34995,1,Wind
PV_GB,GB,17,25890,1,Solar
SolarTh_GB,GB,17,0,1,Solar
OtherRES_GB,GB,17,4700,94,OtherRes_GB
OtherNonRES_GB,GB,17,7432,149,OtherNonRES_GB
Biofuels_GB,GB,17,0,1,Biofuels
Peat_GB,GB,17,0,1,Peat
DSR_GB,GB,17,1823,182,DSR
Battery_GB,GB,17,4260,426,Battery
ReservesGB,GB,17,-3409,1,RS
Nuclear_France,France,18,43129,40,NuclearFR
Lignite_France,France,18,0,1,KulUdland
Coal_France,France,18,0,1,KulUdland
Gas_France,France,18,6944,69,GasUdland
Oil_France,France,18,0,1,OlieUdland
HydroRun_France,France,18,13600,1,ROR
HydroTurbine_France,France,18,9900,198,HydroRes
HydroPump_France,France,18,1800,36,HydroPumpCL
WindLand_France,France,18,59599,1,Wind
WindSea_France,France,18,8363,1,Wind
PV_France,France,18,57920,1,Solar
SolarTh_France,France,18,0,1,Solar
OtherRES_France,France,18,2549,51,OtherRes_FR
OtherNonRES_France,France,18,6533,1,MustRun
Biofuels_France,France,18,0,1,Biofuels
