Year,2040
DK1,30.18519028
DK2,15.68820185
DKBO,0.23
DKKF,0
DKEI,0
NOm,26.41630274
NOn,16.70057988
NOs,106.3103991
SE1,11.97427941
SE2,22.55671053
SE3,97.1758899
SE4,25.58788201
FI,111.4522139
DELU,659.9351617
AT,99.36745818
NL,129.8088974
GB,335.3472844
FR,500.378089
BE,104.8956018
ESPT,392.4054007
CH,60.66077945
IT,389.2177674
EELVLT,35.13074286
PL,205.5196644
CZSK,127.4404826
HU,44.48697832
